"Journal Data Filtered By:  Selected JCR Year: 2017 Selected Editions: SCIE,SSCI Selected Categories: 'ANDROLOGY' Selected Category Scheme: WoS",,,
Rank,Full Journal Title,Journal Impact Factor,Article Influence Score
1,ASIAN JOURNAL OF ANDROLOGY,3.259,0.719
2,Andrology,2.734,0.768
3,World Journal of Mens Health,1.981,Not Available
4,ANDROLOGIA,1.588,0.362
5,Systems Biology in Reproductive Medicine,1.582,0.351
6,Revista Internacional de Andrologia,0.096,0.026
Copyright © 2019 Clarivate Analytics,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,
