"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'MATHEMATICS','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','PHYSICS, MATHEMATICAL','STATISTICS & PROBABILITY' Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score,Article Influence Score
318,Astin Bulletin,868,1.017,0.001200,0.733
318,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,"2,109",1.017,0.001970,0.218
318,SCANDINAVIAN JOURNAL OF STATISTICS,"3,349",1.017,0.004380,1.138
321,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,809,1.011,0.001300,0.478
322,RAMANUJAN JOURNAL,918,1.010,0.003650,0.609
323,ADVANCES IN APPLIED MATHEMATICS,"1,477",1.008,0.003660,0.947
323,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,"2,145",1.008,0.007740,0.682
323,RANDOM STRUCTURES & ALGORITHMS,"1,597",1.008,0.004830,1.318
326,Journal of Function Spaces,429,1.005,0.001260,0.206
327,IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,700,1.000,0.001200,0.367
327,Journal of Mathematical Logic,122,1.000,0.000960,1.485
327,St Petersburg Mathematical Journal,765,1.000,0.002520,0.773
330,ELECTRONIC JOURNAL OF PROBABILITY,"1,594",0.994,0.009940,1.408
331,ACTA MATHEMATICA SCIENTIA,"1,234",0.992,0.002830,0.326
332,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"3,098",0.989,0.002940,1.001
332,REPORTS ON MATHEMATICAL PHYSICS,"1,179",0.989,0.000850,0.274
334,Electronic Journal of Statistics,"1,527",0.986,0.010780,1.318
334,Qualitative Theory of Dynamical Systems,229,0.986,0.000740,0.395
336,Journal of Symplectic Geometry,344,0.985,0.002180,1.151
337,DISCRETE APPLIED MATHEMATICS,"6,046",0.983,0.012740,0.546
338,LINEAR ALGEBRA AND ITS APPLICATIONS,"10,637",0.977,0.019960,0.602
339,JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,"1,202",0.974,0.002660,0.380
339,Journal of Integral Equations and Applications,384,0.974,0.000850,0.594
341,DISCRETE DYNAMICS IN NATURE AND SOCIETY,"1,962",0.973,0.003690,0.203
341,Economic Computation and Economic Cybernetics Studies and Research,320,0.973,0.000470,0.100
343,COMBINATORICS PROBABILITY & COMPUTING,"1,081",0.970,0.003860,1.213
344,Applicable Analysis and Discrete Mathematics,294,0.967,0.000730,0.430
344,DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,386,0.967,0.000880,0.419
346,Revista Matematica Complutense,426,0.966,0.001480,0.743
347,LINEAR & MULTILINEAR ALGEBRA,"1,640",0.964,0.005570,0.530
348,JOURNAL OF GEOMETRIC ANALYSIS,"1,211",0.959,0.008360,1.122
349,JOURNAL OF COMBINATORIAL THEORY SERIES A,"2,972",0.958,0.007860,1.210
350,Mathematical Modelling of Natural Phenomena,679,0.949,0.001920,0.465
351,LIFETIME DATA ANALYSIS,886,0.948,0.001850,0.960
352,STATISTICA SINICA,"3,020",0.947,0.006850,1.219
353,Quality Technology and Quantitative Management,291,0.946,0.000680,0.320
354,ERGODIC THEORY AND DYNAMICAL SYSTEMS,"2,404",0.940,0.007960,1.199
355,Journal of Systems Science & Complexity,897,0.939,0.001480,0.253
356,Advances in Mathematical Physics,544,0.936,0.001520,0.221
357,REGULAR & CHAOTIC DYNAMICS,716,0.933,0.001730,0.494
358,International Journal for Multiscale Computational Engineering,486,0.932,0.000590,0.285
359,MODERN PHYSICS LETTERS B,"2,562",0.929,0.002870,0.119
360,Banach Journal of Mathematical Analysis,337,0.927,0.001820,0.563
361,COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,"1,333",0.925,0.005660,0.639
362,East Asian Journal on Applied Mathematics,176,0.923,0.000590,0.309
363,Statistics in Biopharmaceutical Research,288,0.920,0.001330,0.573
364,Differential and Integral Equations,"1,375",0.915,0.002330,0.665
365,FLUCTUATION AND NOISE LETTERS,408,0.913,0.000380,0.156
366,EUROPEAN JOURNAL OF COMBINATORICS,"2,320",0.911,0.008840,0.951
367,ARS Mathematica Contemporanea,328,0.910,0.002040,0.626
367,MATHEMATICAL RESEARCH LETTERS,"1,689",0.910,0.005570,1.011
369,Random Matrices-Theory and Applications,161,0.909,0.000910,0.810
370,JOURNAL OF TIME SERIES ANALYSIS,"1,539",0.906,0.002570,0.921
371,BULLETIN DES SCIENCES MATHEMATIQUES,"1,215",0.904,0.002360,0.785
372,THEORETICAL AND MATHEMATICAL PHYSICS,"2,712",0.901,0.002910,0.341
373,JOURNAL OF COMBINATORIAL THEORY SERIES B,"3,201",0.892,0.005850,1.378
374,ASTERISQUE,"1,728",0.891,0.004520,2.156
375,JOURNAL OF COMPLEXITY,872,0.888,0.001570,0.626
376,Algebra & Number Theory,592,0.886,0.006230,1.356
377,JOURNAL OF GRAPH THEORY,"2,134",0.883,0.005250,0.947
378,ALGORITHMICA,"2,213",0.882,0.005720,0.692
379,Journal of Inverse and Ill-Posed Problems,674,0.881,0.001670,0.553
380,Advances in Mathematics of Communications,337,0.879,0.002020,0.698
380,JOURNAL OF COMPUTATIONAL BIOLOGY,"4,056",0.879,0.003300,0.568
382,STOCHASTIC ANALYSIS AND APPLICATIONS,804,0.878,0.001730,0.480
383,JOURNAL OF SYMBOLIC COMPUTATION,"2,086",0.876,0.003100,0.608
384,Aequationes Mathematicae,"1,146",0.874,0.001890,0.396
384,RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,508,0.874,0.001050,0.331
386,Results in Mathematics,998,0.873,0.002820,0.390
387,Networks and Heterogeneous Media,561,0.871,0.001540,0.640
388,ADVANCES IN COMPLEX SYSTEMS,618,0.867,0.000340,0.206
388,Bulletin of the Malaysian Mathematical Sciences Society,794,0.867,0.002160,0.296
388,FORUM MATHEMATICUM,816,0.867,0.004170,0.781
391,PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES,583,0.864,0.001020,0.483
392,INTERNATIONAL JOURNAL OF MODERN PHYSICS B,"3,826",0.863,0.004250,0.185
393,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,423,0.862,0.000380,0.187
394,Advances in Applied Clifford Algebras,613,0.857,0.000840,0.145
394,JOURNAL OF ALGEBRAIC GEOMETRY,947,0.857,0.002820,2.096
396,JOURNAL OF ALGEBRAIC COMBINATORICS,"1,019",0.854,0.005470,1.022
397,ANNALES DE L INSTITUT FOURIER,"2,330",0.853,0.006220,1.251
398,MATHEMATISCHE NACHRICHTEN,"2,397",0.847,0.006090,0.629
399,COMMENTARII MATHEMATICI HELVETICI,"1,764",0.846,0.003580,1.812
399,INDAGATIONES MATHEMATICAE-NEW SERIES,623,0.846,0.002220,0.451
401,Advances in Applied Mathematics and Mechanics,497,0.844,0.001190,0.316
401,JOURNAL OF COMBINATORIAL DESIGNS,548,0.844,0.001590,0.726
403,ALEA-Latin American Journal of Probability and Mathematical Statistics,297,0.843,0.002420,0.913
403,SIAM JOURNAL ON DISCRETE MATHEMATICS,"2,223",0.843,0.008600,1.029
405,INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,"1,048",0.837,0.001340,0.247
405,Journal of Official Statistics,972,0.837,0.001170,0.490
405,Topological Methods in Nonlinear Analysis,895,0.837,0.002380,0.547
408,Collectanea Mathematica,384,0.836,0.001090,0.617
409,POSITIVITY,614,0.833,0.001780,0.413
410,MATHEMATISCHE ZEITSCHRIFT,"5,570",0.832,0.012670,1.117
411,CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,"2,692",0.830,0.003550,1.013
411,INFORMATION AND COMPUTATION,"2,061",0.830,0.003480,0.682
413,ANNALS OF PURE AND APPLIED LOGIC,"1,177",0.829,0.003340,0.747
414,Journal of Noncommutative Geometry,282,0.826,0.002210,0.820
415,ADVANCES IN APPLIED PROBABILITY,"2,104",0.822,0.002800,0.729
415,COMPUTATIONAL COMPLEXITY,641,0.822,0.001140,0.857
415,NUMERICAL FUNCTIONAL ANALYSIS AND OPTIMIZATION,"1,164",0.822,0.002390,0.444
418,LAW PROBABILITY & RISK,206,0.821,0.000370,0.369
419,ACM Transactions on Algorithms,753,0.817,0.002640,1.072
420,JOURNAL OF COMBINATORIAL OPTIMIZATION,"1,176",0.816,0.003630,0.394
421,Discrete Optimization,595,0.815,0.001670,0.724
422,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,"12,898",0.813,0.024470,0.817
423,INTEGRAL TRANSFORMS AND SPECIAL FUNCTIONS,"1,080",0.812,0.001720,0.323
424,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,374,0.809,0.000770,0.460
425,ASYMPTOTIC ANALYSIS,868,0.808,0.002250,0.562
425,International Journal of Numerical Analysis and Modeling,618,0.808,0.001850,0.599
427,MONATSHEFTE FUR MATHEMATIK,"1,412",0.807,0.004660,0.609
428,Applied Mathematics-A Journal of Chinese Universities Series B,244,0.806,0.000530,0.208
428,Complex Variables and Elliptic Equations,751,0.806,0.003060,0.404
428,JOURNAL OF GEOMETRY AND PHYSICS,"2,183",0.806,0.005620,0.465
431,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,"1,906",0.802,0.003360,1.088
432,MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,801,0.800,0.000980,0.675
432,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,"1,268",0.800,0.000490,0.324
434,JOURNAL OF PURE AND APPLIED ALGEBRA,"3,441",0.797,0.009960,0.763
435,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,"1,537",0.796,0.001340,0.211
436,INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,510,0.795,0.000640,0.140
437,JOURNAL OF CONVEX ANALYSIS,831,0.794,0.002350,0.566
438,ADVANCES IN GEOMETRY,306,0.789,0.001370,0.507
438,Filomat,"1,660",0.789,0.004050,0.197
440,Mathematical Communications,255,0.786,0.000490,0.273
441,TRANSFORMATION GROUPS,613,0.784,0.002540,0.904
442,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,"1,229",0.782,0.003260,0.861
443,RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,302,0.779,0.000450,0.212
444,Journal of Cellular Automata,150,0.776,0.000230,0.148
445,COMPUTATIONAL MATHEMATICS AND MATHEMATICAL PHYSICS,"2,557",0.774,0.002750,0.260
446,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,"1,713",0.772,0.002190,0.770
447,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,"2,188",0.767,0.007050,1.057
447,JOURNAL OF APPLIED STATISTICS,"2,575",0.767,0.003750,0.316
447,JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,"2,378",0.767,0.005700,0.428
450,ISRAEL JOURNAL OF MATHEMATICS,"3,330",0.764,0.011300,1.063
451,ELECTRONIC JOURNAL OF COMBINATORICS,"2,237",0.762,0.009760,0.687
452,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,870,0.759,0.000910,0.400
453,JOURNAL OF STATISTICAL PLANNING AND INFERENCE,"4,266",0.756,0.005550,0.750
453,Journal of Biopharmaceutical Statistics,"1,273",0.756,0.002530,0.464
455,STUDIA MATHEMATICA,"2,649",0.750,0.003150,0.629
456,Asian Journal of Mathematics,550,0.747,0.002430,0.974
457,METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,583,0.746,0.001820,0.489
457,Moscow Mathematical Journal,568,0.746,0.001890,0.901
459,BULLETIN OF SYMBOLIC LOGIC,280,0.742,0.000610,0.625
460,DISCRETE & COMPUTATIONAL GEOMETRY,"2,058",0.741,0.004920,0.850
460,Discussiones Mathematicae Graph Theory,466,0.741,0.001880,0.424
460,Statistical Analysis and Data Mining,393,0.741,0.001010,0.518
463,SIBERIAN MATHEMATICAL JOURNAL,"1,657",0.738,0.002600,0.357
464,MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,"2,458",0.737,0.003620,0.895
465,INFINITE DIMENSIONAL ANALYSIS QUANTUM PROBABILITY AND RELATED TOPICS,954,0.732,0.000920,0.455
466,EXPERIMENTAL MATHEMATICS,850,0.731,0.002020,0.800
466,Review of Symbolic Logic,316,0.731,0.001300,0.577
468,DISCRETE MATHEMATICS,"7,736",0.728,0.011300,0.553
469,Dynamics of Partial Differential Equations,254,0.727,0.000660,0.595
470,Open Mathematics,304,0.726,0.000940,0.219
470,Stochastics-An International Journal of Probability and Stochastic Processes,605,0.726,0.001750,0.495
472,JOURNAL D ANALYSE MATHEMATIQUE,"1,449",0.718,0.003100,1.266
473,FUNCTIONAL ANALYSIS AND ITS APPLICATIONS,"1,975",0.712,0.001300,0.515
474,Complex Analysis and Operator Theory,483,0.711,0.002080,0.342
475,Algebraic and Geometric Topology,"1,081",0.709,0.007250,0.974
476,Stochastics and Dynamics,489,0.708,0.001330,0.566
477,ARCHIVE FOR HISTORY OF EXACT SCIENCES,404,0.706,0.000650,0.552
477,JOURNAL OF NONPARAMETRIC STATISTICS,706,0.706,0.001590,0.582
479,COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,"1,043",0.705,0.001190,0.131
480,Analysis Mathematica,264,0.702,0.000580,0.382
481,Proceedings of the Steklov Institute of Mathematics,"1,222",0.700,0.004190,0.442
482,BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,"1,418",0.696,0.001710,1.168
483,COMMUNICATIONS IN ANALYSIS AND GEOMETRY,715,0.694,0.002260,1.054
484,Computational Methods and Function Theory,321,0.692,0.001010,0.394
485,Documenta Mathematica,729,0.691,0.005450,1.790
485,PUBLICATIONES MATHEMATICAE-DEBRECEN,"1,113",0.691,0.001930,0.404
487,Electronic Journal of Differential Equations,"2,295",0.690,0.005470,0.263
487,Rendiconti Lincei-Matematica e Applicazioni,266,0.690,0.001310,0.678
489,JOURNAL OF THEORETICAL PROBABILITY,877,0.689,0.003330,0.793
489,MATHEMATIKA,791,0.689,0.002110,0.818
491,JOURNAL OF NUMBER THEORY,"2,735",0.684,0.009810,0.551
492,COMPUTATIONAL STATISTICS,978,0.680,0.003470,0.609
493,TAIWANESE JOURNAL OF MATHEMATICS,"1,139",0.679,0.002610,0.398
494,INTERFACES AND FREE BOUNDARIES,407,0.675,0.001240,0.924
494,STATISTICS,724,0.675,0.002430,0.444
496,ALGEBRA UNIVERSALIS,846,0.667,0.001440,0.432
496,JOURNAL OF OPERATOR THEORY,"1,001",0.667,0.002090,0.646
496,Japanese Journal of Mathematics,422,0.667,0.000700,1.771
496,MICHIGAN MATHEMATICAL JOURNAL,"1,269",0.667,0.002440,0.885
496,TOHOKU MATHEMATICAL JOURNAL,"1,041",0.667,0.001160,0.569
501,JOURNAL OF ALGEBRA,"8,877",0.666,0.021520,0.711
502,Periodica Mathematica Hungarica,518,0.664,0.000950,0.318
503,DIFFERENTIAL EQUATIONS,"2,941",0.659,0.002390,0.206
504,ESAIM-Probability and Statistics,329,0.652,0.001560,0.739
504,INTEGRAL EQUATIONS AND OPERATOR THEORY,"1,346",0.652,0.003350,0.643
506,Annals of Combinatorics,449,0.650,0.002060,0.785
507,ACTA MATHEMATICA SINICA-ENGLISH SERIES,"1,579",0.644,0.003720,0.385
508,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,602,0.642,0.001200,0.684
509,METRIKA,835,0.640,0.001210,0.369
510,Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,269,0.638,0.000530,0.145
510,NAGOYA MATHEMATICAL JOURNAL,992,0.638,0.001610,1.048
512,QUARTERLY JOURNAL OF MATHEMATICS,"1,478",0.636,0.002960,0.766
513,JOURNAL OF MATHEMATICAL ECONOMICS,"1,401",0.634,0.003840,0.667
514,Homology Homotopy and Applications,327,0.632,0.001820,0.744
515,DOKLADY MATHEMATICS,"1,019",0.625,0.003490,0.275
515,Groups Geometry and Dynamics,303,0.625,0.003170,1.102
517,ELECTRONIC COMMUNICATIONS IN PROBABILITY,723,0.623,0.005050,0.901
518,Quaestiones Mathematicae,506,0.619,0.001240,0.297
519,Journal of Pseudo-Differential Operators and Applications,147,0.617,0.000810,0.456
520,INTERNATIONAL JOURNAL OF GAME THEORY,"1,422",0.615,0.002100,0.641
520,STATISTICS & PROBABILITY LETTERS,"4,243",0.615,0.008620,0.404
522,MATHEMATICAL NOTES,"2,531",0.612,0.004710,0.342
523,COMPTES RENDUS MATHEMATIQUE,"2,494",0.611,0.007510,0.573
524,JOURNAL OF APPLIED PROBABILITY,"3,230",0.610,0.003620,0.600
524,PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,942,0.610,0.002060,0.629
526,LOGIC JOURNAL OF THE IGPL,322,0.609,0.000800,0.220
527,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,849,0.605,0.002930,0.528
527,Hacettepe Journal of Mathematics and Statistics,631,0.605,0.001110,0.164
529,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,396,0.603,0.000680,0.289
529,THEORY OF COMPUTING SYSTEMS,650,0.603,0.002380,0.525
531,JOURNAL OF THE AUSTRALIAN MATHEMATICAL SOCIETY,716,0.602,0.001960,0.626
532,Probability and Mathematical Statistics-Poland,219,0.600,0.000540,0.346
533,Turkish Journal of Mathematics,692,0.597,0.001090,0.157
534,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,413,0.596,0.000880,0.478
534,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,947,0.596,0.004500,0.359
536,Journal of Nonlinear and Convex Analysis,869,0.595,0.001950,0.222
537,Algebra and Logic,817,0.593,0.001180,0.416
538,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,"1,612",0.592,0.003230,0.430
539,THEORY OF PROBABILITY AND ITS APPLICATIONS,"1,840",0.591,0.001080,0.354
540,Statistical Methods and Applications,367,0.590,0.001340,0.706
541,CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,"1,094",0.588,0.001870,0.898
542,ARKIV FOR MATEMATIK,651,0.585,0.000920,0.718
543,FUNDAMENTA MATHEMATICAE,"1,913",0.584,0.003280,0.882
543,JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,729,0.584,0.001440,0.270
545,Electronic Journal of Linear Algebra,508,0.579,0.001800,0.456
546,Notre Dame Journal of Formal Logic,583,0.578,0.001190,0.573
546,SEMIGROUP FORUM,"1,037",0.578,0.002380,0.421
548,Annals of Functional Analysis,217,0.577,0.000970,0.296
548,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,998,0.577,0.002450,0.437
548,Milan Journal of Mathematics,299,0.577,0.000710,0.699
551,PACIFIC JOURNAL OF MATHEMATICS,"4,878",0.576,0.006630,0.776
552,ARCHIVE FOR MATHEMATICAL LOGIC,401,0.574,0.001980,0.589
553,Statistics and Its Interface,543,0.573,0.001150,0.360
554,JOURNAL OF SYMBOLIC LOGIC,"2,159",0.572,0.003850,0.812
555,Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,303,0.571,0.000590,0.236
556,Journal of the Korean Statistical Society,322,0.569,0.001160,0.339
557,Lithuanian Mathematical Journal,266,0.566,0.000810,0.335
558,Frontiers of Mathematics in China,445,0.565,0.001520,0.275
559,Fixed Point Theory,346,0.558,0.000430,0.144
560,Journal of Computational and Theoretical Transport,423,0.557,0.000370,0.296
560,Problems of Information Transmission,776,0.557,0.000620,0.309
562,International Journal of Number Theory,701,0.556,0.004630,0.520
563,Glasnik Matematicki,324,0.554,0.000980,0.506
564,ALGEBRAS AND REPRESENTATION THEORY,561,0.552,0.003690,0.700
564,APPLIED CATEGORICAL STRUCTURES,395,0.552,0.001970,0.676
566,Brazilian Journal of Probability and Statistics,231,0.551,0.001190,0.511
566,Georgian Mathematical Journal,471,0.551,0.000780,0.228
568,MANUSCRIPTA MATHEMATICA,"1,788",0.549,0.003780,0.725
569,Funkcialaj Ekvacioj-Serio Internacia,546,0.548,0.000510,0.474
570,Discrete and Continuous Dynamical Systems-Series S,612,0.545,0.002370,0.402
571,New York Journal of Mathematics,439,0.542,0.002750,0.676
572,COLLOQUIUM MATHEMATICUM,"1,129",0.540,0.002150,0.382
572,MATHEMATICAL SOCIAL SCIENCES,994,0.540,0.001840,0.414
574,ACTA MATHEMATICA HUNGARICA,"1,503",0.538,0.002700,0.393
575,Applications of Mathematics,411,0.537,0.000760,0.330
576,Analysis and Geometry in Metric Spaces,57,0.536,0.001110,Not Available
576,STOCHASTIC MODELS,456,0.536,0.000570,0.333
576,Statistical Applications in Genetics and Molecular Biology,"1,322",0.536,0.001030,0.442
579,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,657,0.535,0.002130,0.715
580,Journal of Geometric Mechanics,137,0.525,0.000650,0.476
581,Theory and Applications of Categories,414,0.524,0.001720,0.641
582,International Journal of Wavelets Multiresolution and Information Processing,396,0.523,0.000730,0.179
583,Operators and Matrices,313,0.521,0.001670,0.399
584,JOURNAL OF LIE THEORY,344,0.514,0.001620,0.452
585,GEOMETRIAE DEDICATA,"1,611",0.513,0.005540,0.811
586,LMS Journal of Computation and Mathematics,234,0.510,0.001230,0.574
587,COMMUNICATIONS IN ALGEBRA,"4,030",0.501,0.008480,0.357
588,Annales Polonici Mathematici,555,0.500,0.000820,0.244
588,BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,346,0.500,0.001750,0.590
588,DYNAMIC SYSTEMS AND APPLICATIONS,352,0.500,0.000370,0.136
588,HISTORIA MATHEMATICA,329,0.500,0.000390,0.426
588,Kyoto Journal of Mathematics,198,0.500,0.001310,0.604
588,Portugaliae Mathematica,353,0.500,0.000760,0.704
588,Sequential Analysis-Design Methods and Applications,360,0.500,0.000620,0.323
595,ARCHIV DER MATHEMATIK,"1,984",0.498,0.004080,0.500
596,JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,"1,376",0.496,0.003340,0.826
597,EXPOSITIONES MATHEMATICAE,451,0.491,0.001130,0.713
598,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,"1,989",0.490,0.003540,0.213
598,Mathematica Slovaca,769,0.490,0.001430,0.186
600,Carpathian Journal of Mathematics,234,0.488,0.000390,0.140
600,GRAPHS AND COMBINATORICS,"1,065",0.488,0.004380,0.435
600,Hokkaido Mathematical Journal,332,0.488,0.000290,0.216
603,ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,"1,335",0.481,0.002420,0.352
604,University Politehnica of Bucharest Scientific Bulletin-Series A-Applied Mathematics and Physics,428,0.478,0.000660,0.094
605,Journal of Topology and Analysis,159,0.472,0.001500,0.939
606,GLASGOW MATHEMATICAL JOURNAL,812,0.471,0.001440,0.449
607,JOURNAL OF GROUP THEORY,417,0.470,0.001880,0.530
607,Stat,176,0.470,0.001550,Not Available
609,Miskolc Mathematical Notes,301,0.468,0.000920,0.159
610,Studia Logica,846,0.467,0.001300,0.393
611,JOURNAL OF KNOT THEORY AND ITS RAMIFICATIONS,927,0.461,0.003130,0.400
612,INTERNATIONAL JOURNAL OF MATHEMATICS,"1,194",0.445,0.004280,0.524
613,STATISTICA NEERLANDICA,680,0.433,0.000380,0.290
614,Kyushu Journal of Mathematics,142,0.432,0.000480,0.305
614,MATHEMATICA SCANDINAVICA,"1,126",0.432,0.001190,0.531
616,Pacific Journal of Optimization,477,0.430,0.001400,0.468
617,Markov Processes and Related Fields,307,0.429,0.000750,0.354
617,Survey Methodology,814,0.429,0.000730,0.643
619,Journal of Hyperbolic Differential Equations,360,0.426,0.001760,1.059
620,PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,"1,096",0.425,0.001360,0.883
621,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,"4,039",0.424,0.005710,0.184
621,CZECHOSLOVAK MATHEMATICAL JOURNAL,"1,099",0.424,0.001440,0.282
621,Journal of Mathematical Physics Analysis Geometry,75,0.424,0.000340,0.260
621,ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,490,0.424,0.000890,0.376
625,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,466,0.420,0.001260,0.336
626,CHINESE ANNALS OF MATHEMATICS SERIES B,699,0.419,0.001850,0.422
626,Contributions to Discrete Mathematics,82,0.419,0.000380,0.368
626,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,604,0.419,0.002560,0.631
629,CRYPTOLOGIA,225,0.417,0.000150,0.099
630,ACTA ARITHMETICA,"1,781",0.416,0.003660,0.550
630,TOPOLOGY AND ITS APPLICATIONS,"2,408",0.416,0.005800,0.294
632,OSAKA JOURNAL OF MATHEMATICS,957,0.414,0.001700,0.488
633,ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,579,0.409,0.000510,0.463
634,Journal of Commutative Algebra,139,0.407,0.000940,0.515
635,Journal of Homotopy and Related Structures,125,0.397,0.001350,0.670
636,ALGEBRA COLLOQUIUM,416,0.394,0.000900,0.219
637,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,122,0.391,0.000360,0.161
638,Journal of Mathematics and Music,53,0.381,0.000060,0.093
639,Revista Internacional de Metodos Numericos para Calculo y Diseno en Ingenieria,117,0.371,0.000210,0.101
640,REVSTAT-Statistical Journal,208,0.365,0.000390,0.301
641,Bulletin of the Korean Mathematical Society,733,0.363,0.001920,0.188
642,AMERICAN MATHEMATICAL MONTHLY,"3,923",0.361,0.001750,0.274
642,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,447,0.361,0.000960,0.543
644,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,374,0.355,0.001420,0.460
645,Lecture Notes in Mathematics,"11,775",0.345,0.008770,0.538
645,Ukrainian Mathematical Journal,"1,020",0.345,0.001040,0.111
647,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,916,0.343,0.001370,0.377
648,Mathematical Reports,167,0.341,0.000270,0.108
649,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,928,0.337,0.000690,0.211
650,ANZIAM JOURNAL,466,0.333,0.000470,0.220
651,MATHEMATICAL LOGIC QUARTERLY,347,0.327,0.000960,0.333
652,Acta Mathematicae Applicatae Sinica-English Series,623,0.326,0.000880,0.152
653,Kodai Mathematical Journal,415,0.321,0.000900,0.330
654,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,449,0.318,0.000830,0.249
655,Bulletin of the Iranian Mathematical Society,428,0.313,0.001290,0.149
656,Tokyo Journal of Mathematics,328,0.311,0.000540,0.241
657,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,569,0.309,0.000550,0.273
657,STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,460,0.309,0.000430,0.204
659,Journal of Modern Dynamics,277,0.295,0.001920,1.426
660,Journal de Theorie des Nombres de Bordeaux,374,0.286,0.001350,0.545
661,Mathematical Population Studies,158,0.276,0.000150,0.169
662,Bollettino di Storia delle Scienze Matematiche,34,0.273,0.000010,0.042
663,HOUSTON JOURNAL OF MATHEMATICS,794,0.270,0.001280,0.250
664,Reports on Mathematical Logic,84,0.267,0.000050,0.138
